unique_id,customer_id,local_guide,date_year,text,store_name,company_name,text_response,label_name,confidence_score,label_id,topic,title,repr_docs,keywords
3,591,True,2024,Lots of different choices ive never seen before. Definitely for adidas fans,Berlin Store Originals,adidas,,positive,0.4043221473693847,1,30,Adidas & Reebok Store: Product Selection & Pricing,"['Excellent prices. Better than Nike', 'The selection is quite good, especially compared to the second Adidas', 'Huge selection of the complete Adidas collection.\nPrices are very interesting.\nEasy access.', 'Just perfect!!!\nFor every Adidas fan!!!\nVery large selection at a reasonable price', 'adidas and Rebook have plenty on two levels with (almost) everything you know from adidas for sport and/or lifestyle. …', 'This Zentrum for Adidas- and Reebok-Sports products, in which all are found, was found in Ausübung Ihres Lieblingsports benötigen, and in them they are große Rabatte auf Schuhe and Sportbekleidung gibt. There are many different types of …', 'Adidas products at good prices', 'Lots of good stuff from Adidas and Reebok', 'Best range from Adidas', 'Cheap sports and leisure clothing from Adidas']","['adidas', 'reebok', 'nike', 'shoe', 'brands', 'clothing', 'sports', 'sport', 'collection', 'lots']"
11,642,True,2022,Very friendly staff. Helped me select out the shoes too. I also went there to exchange my shoes once and they were quite helpful in that regard also.,Berlin Store Originals,adidas,,positive,0.9466918110847472,1,13,Shopping Experience & Shoe Selection,"['Very friendly staff. Helped me select out the shoes too. I also went there to exchange my shoes once and they were quite helpful in that regard also.', 'Very good service, especially with the shoes', ""Very friendly employees\nUnfortunately I didn't find the perfect shoe for me, but it's worth a visit"", 'I received great advice in the store and quickly got a pair of shoes.', 'I picked up such a nice shoe, very nice staff', 'It was very easy to return the shoes I ordered online. Thanks', 'A very nice consultant helped me choose my shoes. Thank you.', 'Friendly people. And great shoe selection', 'The employees in the store are incredibly friendly and accommodating! Shoes, of course, great as always. Thank you - Antonia (:', 'Friendly staff, tried all the shoes 💕🤗😂💪 …']","['shoes', 'shoe', 'yeezy', 'yeezys', 'sneaker', 'sneakers', 'satisfied', 'ordered', 'service', 'seller']"
12,17,True,2019,"The store is nice and clean, the workers are attentive but they also allow to to look for your own things without being to intense",Berlin Store Originals,adidas,,positive,0.7597383856773376,1,3,Friendly & Helpful Store Experience,"['The store is nice and clean, the workers are attentive but they also allow to to look for your own things without being to intense', 'Very clean and well-stocked store. Very friendly staff and value for money is also good.', 'From the entrance to the service, everything was attentive and better than in the store', 'The store is clear and tidy. The employees are friendly.', 'Great store, very friendly staff', 'Super store!!! responsive and polite staff, even if you don’t know the language))) they helped, advised with the choice!!!\n5 stars!!!!!', 'very good store, very good friendly cool customer service', 'Very nice shop with helpful employees', 'Nice shop, helpful staff.', 'Shopping is really fun in this store. Nice and competent team.']","['shopping', 'store', 'customer', 'friendly', 'service', 'pleasant', 'shop', 'employees', 'nice', 'stocked']"
23,165,True,2019,Great staff and service !,Berlin Store Originals,adidas,,positive,0.933959424495697,1,2,Staff Friendliness and Helpfulness,"['Nice setup and super friendly staff', 'Very friendly and attentive staff', 'The staff is very friendly and competent.', 'I like the staff are friendly and accommodating', 'The staff is super friendly and helpful.', 'Everything is fine, except the staff could be friendlier!\nTo a “Hello!” Nothing came\nToo bad …', 'Liked it. Friendly staff.', 'Nice, relaxed staff. Everything went well', 'The staff tries very hard to help you', 'The staff is really helpful']","['friendliness', 'friendly', 'helping', 'friendlier', 'employees', 'staff', 'service', 'pleasant', 'helpful', 'customer']"
24,511,True,2020,Regular sports store. Stuff nice,Berlin Store Originals,adidas,,positive,0.9441152215003968,1,8,Sports Clothing & Equipment Selection & Pricing,"['Could be more ORIGINALS products. Otherwise a fairly large selection of training and football equipment', 'A diverse selection of sporting goods from a world-famous manufacturer that can also be used in everyday life!', 'Good prices, wide variety of clothes. Stop there and update your sport clothing.', 'Wow. Huge selection of sports clothing for many different sports. For kids, women and men. Individual pieces greatly reduced. Generally very attractive prices.', 'Variety of sports wear and very good discounts.', 'Clothes for every sport. Prices normal. Good bargains on some products, but not in all areas.', 'Huge selection - almost everything is there. Just no All Blacks jerseys...', 'Large selection of clothing for all sports, some at reasonable prices.', ""All sporting goods can be found here and combined with many offers. Sellers are friendly and give fair advice. Even my wife, who doesn't like sports, likes to go to the store."", 'Currently consistent hygiene concept. As usual, the offer is varied and suitable for bargain hunters. Offer sorted by sport. This makes it easier to find the right one.']","['sportswear', 'clothing', 'clothes', 'sports', 'sport', 'sporty', 'sporting', 'shop', 'deals', 'goods']"
44,125,True,2023,Mega good prices and nice staff I got -€300 for it 😅😅 But it was worth it. …,Berlin Store Originals,adidas,,positive,0.922622561454773,1,7,Positive Reviews on Adidas Stores' Staff and Selection,"['Very competent staff and an incredibly large selection of great products. Highly Recommended!', 'Large selection, friendly staff', 'Good selection and friendly staff.\nWould be great as always.', 'Great selection and very nice staff.', 'Huge selection and helpful staff', 'Large selection, nice staff', 'On average around 30% cheaper\nStaff is nice and helpful.\nMany options', 'Great customer service\nLarge selection\nBistro for meals', 'Good selection, nice staff', 'Great selection, nice helpful staff']","['lots', 'variety', 'customer', 'employees', 'service', 'staff', 'collections', 'friendly', 'selection', 'discounts']"
50,527,True,2023,"Very friendly seller, took into account all wishes.",Berlin Store Originals,adidas,,positive,0.9455882906913756,1,18,Friendly Sales Experience at Adidas Stores,"['You can buy it in all sizes, the sales person is very friendly.', 'Great shopping experience, the sellers were very nice and helpful.', 'super nice and competent sales - got exactly what I was looking for for my kids.', ""When it comes to approaching people, I'm rather shy. All the better that I was spared this. I came in and was promptly asked by an employee if they could help me. Great atmosphere and really great and nice employees!!"", 'Very nice shop and the salespeople are friendly/accommodating across the board. Top !', 'Very friendly seller.\nI had a nice shopping experience with good advice', 'top service and nice + competent saleswoman', 'Nice seller, pleasant atmosphere', 'A good outlet and a really friendly, competent seller named Karsten.\nSome clients, who are limited in the German language, were rude but also created chaos along the way.', 'Very nice seller, everything very well structured. We will be back']","['seller', 'sellers', 'salesperson', 'friendly', 'salespeople', 'shopping', 'saleswoman', 'kindness', 'sales', 'nice']"
51,455,True,2020,super nice and competent sales - got exactly what I was looking for for my kids.,Berlin Store Originals,adidas,,positive,0.9666481018066406,1,18,Friendly Sales Experience at Adidas Stores,"['You can buy it in all sizes, the sales person is very friendly.', 'Great shopping experience, the sellers were very nice and helpful.', 'super nice and competent sales - got exactly what I was looking for for my kids.', ""When it comes to approaching people, I'm rather shy. All the better that I was spared this. I came in and was promptly asked by an employee if they could help me. Great atmosphere and really great and nice employees!!"", 'Very nice shop and the salespeople are friendly/accommodating across the board. Top !', 'Very friendly seller.\nI had a nice shopping experience with good advice', 'top service and nice + competent saleswoman', 'Nice seller, pleasant atmosphere', 'A good outlet and a really friendly, competent seller named Karsten.\nSome clients, who are limited in the German language, were rude but also created chaos along the way.', 'Very nice seller, everything very well structured. We will be back']","['seller', 'sellers', 'salesperson', 'friendly', 'salespeople', 'shopping', 'saleswoman', 'kindness', 'sales', 'nice']"
61,666,False,2023,That's kind. I bought the Adidas sweatshirt here.,Berlin Store Originals,adidas,,positive,0.5330575108528137,1,14,Positive Adidas Shopping Experience,"[""Good selection, reasonable prices and advice from specialist staff works well. ADIDAS quality is undisputed anyway. It's always fun if you want to shop cheaply (not cheaply) 👍👍👍 …"", '... you always find something. The friendliness and helpfulness of the Adidas employees is remarkable.\nGreat parking spaces - even for large SUVs!', ""The Adidas Store is a must on any short vacation in the area. Huge selection at great prices and I find a great bargain almost every time. Very nice salesmen and saleswomen. Even if the parking garage and parking lot are full, it's all done …"", ""We always like to stop at Adidas when we're passing through. Very large selection and always some bargains. The visit is definitely worth it. No long waiting times. However, we are always there first thing in the morning. Nice staff and everything was very tidy."", ""Great range, well organized and sorted. Offers are also very good. Compared to the kitten named Pxxa, you just have to say, we've done our homework, we'll be happy to come back to the Adidas store."", 'Great Adidas store. The staff is extremely helpful and arranges missing sizes on an ad hoc basis. In fact, there is quite a bit of discounted stuff here.', 'As with the last visits, thanks to Adidas for the opportunity to park/spend the night here with your motorhome. Of course our son also found one or two things in your store!', 'Super nice Adidas outlet store. You can always get a bargain here. I always enjoy coming here', 'Had a nice time and bought something nice.\n\nA great outlet center, just as we imagined Adidas would be. …', 'We were passing through and also stopped at Adidas.\n\nThere is a great selection in all areas. In my opinion the prices could be a little lower for a brand store at the headquarters!']","['adidas', 'shopping', 'shop', 'store', 'bought', 'friendly', 'quality', 'brand', 'visit', 'buy']"
67,661,True,2019,"Disappointing, very expensive shoes. The store is huge, beautiful, lots of goods, but there are almost no worthwhile offers",Berlin Store Originals,adidas,,positive,0.607316792011261,1,19,Adidas Outlet Shopping Experience & Product Review,"['Good deal, but quite expensive...next door you can get the same shoes for half the price', 'The store is good if you want bargains but if you want high quality designed shoes the place is not recommended. Most of the time, clothes are offered here that were still trendy two years ago. You could see the store as a remaining stock …', 'Very few goods, really disappointing for an Adidas Center, Check Sport next door had several Adidas goods in total. The 2 stars are for the nice employees at Adidas', ""This outlet has a broad variety of sneakers and other sport equipment. It is very close to the highway, so you won't lose much time taking this turn. Regarding the prices, i could say that there are discounts, but not much. I guess its cheaper than in the local store, but yiu have to check it on your own. Good luck"", 'Way too expensive. Shoes usually cost €85 online and €75 in the outlet... I prefer to order from home and save myself the journey. From an outlet I expect at least 50% discount on the regular market price and not a ridiculous discount of …', 'Overall, you have to be a little “lucky” if you want to get real bargains. On average the prices are really better than online. But you can sometimes get really good bargains when older models have to go. (Ex.: Current adidas Predator SG …', ""I don't know why they don't have the shoes and models that I find in Greece. But relatively good considering the prices."", ""Everything is a bit confusing. Shoes in sizes over 44 are relatively rare. Average discount at 30%. Before shopping, check whether there is an additional discount voucher online. The coffee in the outlet store is very good. The walk across the street to McDonald's, where there is still a lot of plastic for food, is not worth it."", ""An ordinary Adidas in Nuremberg. Adult items are 110 euros, children's shoes are 55 euros. There is an outlet nearby and these shoes are 30 euros, 10 euros. So, if you have a vehicle, you can go to the outlet anyway."", ""Anyone who pays more elsewhere is their own fault. If you know someone on the staff, ask and they'll definitely take you along. Then there are special discounts and then the price is actually good. Otherwise I think Adidas is overpriced.""]","['shoes', 'adidas', 'bargains', 'discounts', 'nike', 'discount', 'goods', 'outlet', 'cheaper', 'clearance']"
