unique_id,customer_id,local_guide,date_year,text
0,44,True,2023,"The store is awesome and the staff are super friendly. The Brazilian guy, Jonathan helps me a lot to find the right gift for my son. Thanks a lot."
1,174,True,2024,I really enjoy the wide variety of products and the A-1 customer service. A great experience every time.
2,172,True,2023,Hyperrealism! This store gave me the feeling of a rollercoaster. It moves so fast and very exciting to travel inside. It is like a whole new world. Great and affordable too #MrAdidas
3,216,True,2023,"Same wonderful service as usual.
Today (10/11/2023) I was served by a young lady called Julia who demonstrated absolutely first quality in Customer Service"
4,143,True,2023,"The employee gave wrong information, I couldn't buy what I needed and didn't get time to come back."
5,167,True,2023,"The guys in the shop are very very good and so  cool, they take the time to help me and after I share this shop to my friends and they tried some jerseys. So, thank you so much !!!!"
6,146,False,2024,Very bad costumer service.
7,258,False,2022,"Terrible customer service. If you didn't want to be a salesperson, find another job! Ignoring customers even though they asked very nicely is not on!"
8,254,True,2024,Best in nurenberg
9,249,True,2023,Need more collections
10,137,True,2023,Not much to offer but overall it looks good.
11,75,True,2024,Good
12,102,True,2019,Employee's are very friendly and there is a great selection there
13,192,True,2020,Dope place. Good staff. Would 100% recommend.
14,79,False,2020,"Great style, original design, little future impression, please in all cities..."
15,190,True,2019,"Practic store but small and there you cab find just new stuff, there is no old types of shoes. …"
16,87,True,2017,I expected they have a larger product offering. But I was disappointed.
17,35,True,2018,Quality products. The staff really spent time with us to find the right shoes.
18,118,True,2018,2nd year in a row and no prints for Manchester United jersey. Silly excuse for not being able to print names
19,116,True,2019,Crowded cause in the very middle of the city but very nice
20,88,True,2019,Very pleasant staff here
21,261,True,2023,Ok
22,2,True,2018,Adidas is a good store for atletic and sportive goods...High quality items...
23,278,True,2023,Everything was fine
24,170,True,2019,Good selection/choices
25,26,False,2018,...they have no idea what they are doing...
26,241,False,2019,Not so big as i thought
27,164,True,2018,"Friendly staff, expensive"
28,220,True,2020,Very good
29,49,True,2017,They quality goods
30,280,True,2019,Good store
31,23,True,2018,Nice service...
32,61,True,2017,Great store
33,180,False,2020,Bit pricey
34,74,True,2019,Base!
35,168,True,2020,Top
36,27,False,2020,ANNNEEE
37,91,False,2020,Cool
38,78,True,2020,Very good !
39,269,False,2019,good
40,215,True,2018,Ok
41,132,True,2019,Expensive
42,76,True,2018,Super
43,110,False,2020,Top
44,114,False,2024,"Today, January 2nd, around 6 p.m. I had a very unpleasant stay at the checkout.
I had a question and was initially put off so that an internal topic could be discussed …"
45,101,True,2023,"Although it is at the core of Adidas in the world (it must be remembered that the brand has its world headquarters in Nuremberg) and that the store is also in the center of the city, I found it frankly small and with very little assortment of products . This fact surprised me in a not very positive way"
46,38,True,2023,"Beautiful, modern store with friendly and competent employees. I was looking for new sneakers and after trying them on, I quickly and easily decided on the new Sambas. Good advice from the seller, who very businesslike offered me additional items. 😉 I felt comfortable and would like to come back again. …"
47,160,False,2024,"I would like to share with you my disappointment regarding my recent experience at this Adidas store. As a long-time fan of your brand, I have always appreciated your products. Unfortunately, I found that my positive attitude was clouded by …"
48,141,False,2024,Initially a great Adidas store. Now there is a new regulation that means you are no longer allowed to buy certain shoes because you don't know the size yourself. Disrespectful behavior. Gifts for family have been canceled
49,159,False,2023,"First, worn shoes are sold to a 14 year old and when you want to return them, you only get a voucher and not your money.
There was probably no consultation, and the shoes were two sizes too big. …"
50,213,True,2024,"The people there were very helpful with everything and also on the phone! I had bought my Real Madrid jersey from another store, but there was no letter to stick on the back of the jersey. So with just one small phone call I spoke to this business and got it done quickly! Thank you guys!!"
51,135,False,2023,I went to pick up an order. I tried on the clothes and asked if I could change the size as some items didn't fit me. They said no and told me to order from the front. They gave me no further explanation. On the website I saw that the sizes …
52,134,True,2023,Super friendly sellers and expert and patient advice! Great atmosphere in the store. And the fact that the sellers are all wearing FCN jerseys today is a cool promotion.
53,183,False,2024,"First we were shouted at, then we wanted to give bad feedback in the shop and we were then forbidden from doing so. So you can only write reviews if they are good. Not recommended"
54,287,True,2024,"The pink crop hoodie was so cute and it was on sale so I bought it.
I've been to many other Adidas stores, but I've never seen that product before, so I'm very satisfied."
55,126,True,2023,Very nice and large Adidas store. I was looking for an outfit for yoga and Lucas helped me a lot and was very patient with me 😅 after I tried out the entire fitness department. Was very satisfied and would happily buy from him and Adidas again. …
56,185,True,2023,Good choice. Great advice. I'll be back.
57,195,True,2024,Good advice but massively overpriced
58,175,True,2023,"I wanted to have Messi printed on my number 10 jersey! They say that Messi is a Nike player! I should go to Nike! 🤣🤣🤣🤣full
unsympathetic… 0 from me!! …"
59,279,False,2024,Hello 👋 Very good! …
60,133,True,2023,It is good and has many colors for you to choose from
61,231,True,2023,"The store itself is very nice, clean and the employees are friendly and competent, prices are OK for the quality, but a small selection of sizes"
62,13,True,2018,Cool store. Friendly and competent service. A visit is worthwhile.
63,20,True,2023,"A very strange shop. Not from the employees, but from the prices. Everywhere Adidas products that are identical to those in the store cost more. Today I bought a pair of sneakers for my son and a backpack for my daughter, which is cheaper …"
64,189,False,2024,Absolutely no choice on 2 floors
65,250,True,2023,"Very friendly employee, unfortunately they couldn't help me because no repairs were accepted or sent in."
66,63,False,2023,"Nice shop, good selection, helpful staff, pay directly to the staff (card payment only, otherwise at the main checkout)"
67,92,True,2023,Unfriendly seller with zero commitment. I don't buy anything here
68,178,False,2023,"The team is super friendly and the advice was very professional based on their experience. As a result, I bought the perfect running shoes for myself, which I am very happy with and have no problems with. I can only recommend the store, …"
69,193,False,2023,"Little choice for men. None of the staff made an effort, even though we were the only ones in the store. You can do better!"
70,130,True,2023,"Great store! I would like to give it 5 stars, but the friendly but incompetent staff sold me running shoes that were too small twice. Unfortunately, I only became aware of this when I researched running shoes myself after experiencing pain …"
71,205,False,2023,The place is clean and tidy and the workers are nice
72,73,True,2022,"Very friendly staff and competent. We were given very good advice and information. And you could also have fun, even though it was just before 8 p.m. Gladly again.👍🍀 …"
73,3,True,2023,Very good advice
74,162,False,2023,"Nice shop, the atmosphere there is great, the selection and the employees too. Wadim is welcome to contact me :) _melissaarndt 😊 …"
75,105,False,2023,Great nice staff. Large selection. I'd love to come shopping again
